Soil_color,Nitrogen,Phosphorus,Potassium,pH,Crop,Fertilizer,Link
Dark Brown,115,50,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,50,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,55,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,55,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,55,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,55,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,55,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,60,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,60,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,60,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,60,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,60,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,40,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,40,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,40,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,40,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,40,60,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,45,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,45,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,45,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,45,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,45,40,6.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,50,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,50,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,50,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,50,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,50,45,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,55,50,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,55,50,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,55,50,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,55,50,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,55,50,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,60,55,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,105,60,55,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,110,60,55,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,115,60,55,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,120,60,55,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,95,55,55,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,55,55,7,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,60,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,65,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,70,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,75,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,80,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,85,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,90,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,95,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,60,60,7.5,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,60,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,65,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,70,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,75,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,80,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,85,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,90,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,95,40,45,6,Wheat,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Dark Brown,100,40,45,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,60,45,50,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,65,45,50,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,70,45,50,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,75,45,50,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,80,45,50,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,75,50,60,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,80,50,60,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,85,50,60,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,90,50,60,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,95,50,60,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,100,50,60,6,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,60,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,65,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,70,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,75,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,80,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,85,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,90,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,95,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,100,55,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,60,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,65,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,70,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,75,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,80,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,85,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,90,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,95,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,100,60,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,60,40,55,7.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,100,50,40,6.5,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,60,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,65,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,70,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,75,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,80,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,85,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,90,55,45,7,Wheat,Urea,https://youtu.be/jvixDVYRMDs
Dark Brown,95,55,45,7,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,100,55,45,7,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,60,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,65,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,70,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,75,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,80,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,85,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,90,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,95,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,100,60,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,60,40,60,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,65,40,60,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,70,40,60,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,75,40,60,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,80,40,60,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,85,40,60,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,80,55,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,85,55,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,90,55,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,95,55,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,100,55,50,7.5,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,60,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,65,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,70,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,75,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,80,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,85,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,90,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,95,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,100,60,55,6,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,60,40,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,65,45,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,70,50,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,75,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,80,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,60,45,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,65,50,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,70,55,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,75,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,80,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,60,50,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,65,55,7.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,70,60,6,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,75,40,6.5,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,80,45,7,Maize,MOP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,60,55,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,65,60,6,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,70,40,6.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,75,45,7,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,125,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,130,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,135,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,140,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,145,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,150,80,50,7.5,Maize,Urea,https://youtu.be/VNptnPJt5yo
Dark Brown,120,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,60,60,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,65,40,6.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,70,45,7,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,75,50,7.5,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,120,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,125,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,130,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,135,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,140,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,145,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Dark Brown,150,80,55,6,Maize,SSP,https://youtu.be/VNptnPJt5yo
Black,100,60,60,7.5,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
Black,105,60,60,7.5,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
Black,110,60,60,7.5,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
Black,115,60,60,7.5,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
Black,120,60,60,7.5,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
Black,100,65,65,8,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
Black,105,65,65,8,Cotton,Magnesium Sulphate,https://youtu.be/VNptnPJt5yo
